neighborhood,price,rooms,area,category,price_per_m2
Komuna e Parisit,288000,3.0,114.0,sale,2526.315789473684
Komuna e Parisit,330000,4.0,140.8,sale,2343.75
Laprake,113000,2.0,75.0,sale,1506.6666666666667
Laprake,148000,2.0,98.0,sale,1510.204081632653
Laprake,97000,1.0,58.0,sale,1672.4137931034484
Laprake,175000,2.0,116.0,sale,1508.6206896551723
Laprake,42000,2.0,74.0,rent,567.5675675675676
Laprake,91000,2.0,60.0,sale,1516.6666666666667
Laprake,280000,4.0,200.0,sale,1400.0
Laprake,192000,2.0,100.0,sale,1920.0
Laprake,120000,1.0,72.5,sale,1655.1724137931035
Laprake,97000,2.0,76.0,sale,1276.3157894736842
Laprake,159000,3.0,100.0,sale,1590.0
Laprake,138000,1.0,70.0,sale,1971.4285714285713
Laprake,97000,2.0,57.0,sale,1701.7543859649122
Laprake,154800,2.0,103.0,sale,1502.9126213592233
Laprake,175350,2.0,117.0,sale,1498.7179487179487
Laprake,170000,2.0,118.0,sale,1440.677966101695
Laprake,145000,1.0,76.0,sale,1907.8947368421052
Laprake,150000,2.0,89.0,sale,1685.3932584269662
Laprake,230000,2.0,125.0,sale,1840.0
Laprake,235000,2.0,105.0,sale,2238.095238095238
Laprake,233000,2.0,126.0,sale,1849.2063492063492
Laprake,88000,1.0,42.0,sale,2095.2380952380954
Laprake,197000,2.0,131.0,sale,1503.8167938931297
Laprake,175000,2.0,117.0,sale,1495.7264957264956
Laprake,205000,3.0,198.0,sale,1035.3535353535353
Laprake,107000,2.0,82.0,sale,1304.878048780488
Laprake,113500,2.0,87.0,sale,1304.5977011494253
Laprake,122500,2.0,94.0,sale,1303.1914893617022
Laprake,114000,2.0,87.0,sale,1310.344827586207
Laprake,142000,2.0,87.0,sale,1632.183908045977
Laprake,140000,2.0,101.0,sale,1386.1386138613861
Laprake,150000,3.0,96.0,sale,1562.5
Medreseja,153000,1.0,81.0,sale,1888.888888888889
Medreseja,60000,1.0,74.0,rent,810.8108108108108
Medreseja,40000,1.0,60.0,rent,666.6666666666666
Medreseja,155000,1.0,72.0,sale,2152.777777777778
Medreseja,55000,1.0,74.0,rent,743.2432432432432
Medreseja,120000,2.0,65.0,sale,1846.1538461538462
Medreseja,188700,2.0,111.0,sale,1700.0
Medreseja,185000,2.0,89.0,sale,2078.6516853932585
Medreseja,185000,3.0,90.0,sale,2055.5555555555557
Medreseja,400000,,283.0,sale,1413.4275618374559
Medreseja,185000,2.0,90.0,sale,2055.5555555555557
Medreseja,188700,3.0,111.0,sale,1700.0
Medreseja,400000,1.0,283.0,sale,1413.4275618374559
Medreseja,145000,3.0,120.0,sale,1208.3333333333333
Medreseja,200000,1.0,183.0,sale,1092.896174863388
Medreseja,141000,1.0,90.0,sale,1566.6666666666667
Medreseja,40000,2.0,70.0,rent,571.4285714285714
Medreseja,191000,2.0,99.0,sale,1929.2929292929293
Medreseja,145000,2.0,108.0,sale,1342.5925925925926
Medreseja,150000,3.0,65.0,sale,2307.6923076923076
Myslym Shyri,230000,2.0,112.0,sale,2053.5714285714284
Myslym Shyri,265000,2.0,93.0,sale,2849.462365591398
Myslym Shyri,186000,3.0,74.0,sale,2513.5135135135133
Myslym Shyri,300000,3.0,94.0,sale,3191.4893617021276
Myslym Shyri,227500,3.0,91.0,sale,2500.0
Myslym Shyri,230000,3.0,97.0,rent,2371.134020618557
Myslym Shyri,63000,1.0,55.0,rent,1145.4545454545455
Myslym Shyri,280000,3.0,113.0,sale,2477.8761061946902
Myslym Shyri,65000,1.0,55.0,rent,1181.8181818181818
Myslym Shyri,142000,1.0,75.0,sale,1893.3333333333333
Myslym Shyri,110000,5.0,150.0,rent,733.3333333333334
Myslym Shyri,65000,2.0,65.0,rent,1000.0
Myslym Shyri,280000,2.0,112.0,sale,2500.0
Myslym Shyri,111000,1.0,61.0,sale,1819.672131147541
Myslym Shyri,235000,5.0,100.0,sale,2350.0
Myslym Shyri,65000,,55.0,rent,1181.8181818181818
Myslym Shyri,137000,1.0,55.0,sale,2490.909090909091
Myslym Shyri,260000,5.0,160.0,sale,1625.0
21 Dhjetori,110000,2.0,53.0,sale,2075.4716981132074
21 Dhjetori,260000,3.0,101.0,sale,2574.2574257425745
21 Dhjetori,135000,1.0,58.0,sale,2327.5862068965516
21 Dhjetori,208000,3.0,84.0,sale,2476.190476190476
21 Dhjetori,110000,1.0,54.0,sale,2037.037037037037
21 Dhjetori,125000,1.0,49.0,sale,2551.0204081632655
21 Dhjetori,125000,2.0,49.0,sale,2551.0204081632655
21 Dhjetori,165000,1.0,61.0,sale,2704.9180327868853
21 Dhjetori,45000,3.0,75.0,sale,600.0
21 Dhjetori,135000,1.0,61.0,sale,2213.1147540983607
21 Dhjetori,50000,2.0,71.0,rent,704.2253521126761
21 Dhjetori,125000,2.0,83.0,sale,1506.0240963855422
21 Dhjetori,217500,2.0,87.0,sale,2500.0
21 Dhjetori,229000,2.0,93.0,sale,2462.3655913978496
21 Dhjetori,258000,2.0,125.0,sale,2064.0
21 Dhjetori,303000,3.0,94.0,sale,3223.404255319149
21 Dhjetori,262000,3.0,85.0,sale,3082.3529411764707
21 Dhjetori,145000,2.0,67.0,sale,2164.179104477612
21 Dhjetori,217499,1.0,84.0,sale,2589.2738095238096
21 Dhjetori,171000,2.0,50.0,sale,3420.0
21 Dhjetori,217500,1.0,87.0,sale,2500.0
21 Dhjetori,170800,1.0,61.0,sale,2800.0
21 Dhjetori,186000,2.0,68.0,sale,2735.294117647059
21 Dhjetori,190000,3.0,98.0,sale,1938.7755102040817
21 Dhjetori,208000,2.0,84.0,sale,2476.190476190476
21 Dhjetori,310000,6.0,172.0,sale,1802.3255813953488
21 Dhjetori,370000,3.0,100.0,sale,3700.0
Oxhaku,240000,3.0,144.0,sale,1666.6666666666667
Oxhaku,130000,2.0,92.0,sale,1413.0434782608695
Oxhaku,129500,2.0,92.0,sale,1407.608695652174
Oxhaku,395000,5.0,204.0,sale,1936.2745098039215
Oxhaku,135000,1.0,57.0,sale,2368.4210526315787
Oxhaku,130000,1.0,80.0,sale,1625.0
Oxhaku,130000,3.0,92.0,sale,1413.0434782608695
Oxhaku,75000,3.0,75.0,sale,1000.0
Oxhaku,125000,3.0,81.0,sale,1543.20987654321
Oxhaku,129000,3.0,75.0,sale,1720.0
Oxhaku,100000,1.0,64.0,sale,1562.5
Oxhaku,129000,2.0,75.0,sale,1720.0
Oxhaku,110000,1.0,54.0,sale,2037.037037037037
Oxhaku,150000,2.0,98.0,sale,1530.6122448979593
Oxhaku,173000,2.0,91.0,sale,1901.098901098901
Oxhaku,195000,3.0,108.0,sale,1805.5555555555557
Oxhaku,65000,2.0,100.0,rent,650.0
Oxhaku,129000,2.0,92.0,sale,1402.1739130434783
Oxhaku,255000,2.0,152.0,sale,1677.6315789473683
Oxhaku,105000,1.0,64.0,sale,1640.625
Oxhaku,499500,4.0,360.0,sale,1387.5
Oxhaku,35000,2.0,140.0,rent,250.0
Oxhaku,200000,3.0,83.0,sale,2409.6385542168673
Pazari i Ri,132000,1.0,59.0,sale,2237.2881355932204
Pazari i Ri,365000,3.0,144.0,sale,2534.722222222222
Pazari i Ri,105000,2.0,60.0,sale,1750.0
Pazari i Ri,272850,2.0,107.0,sale,2550.0
Pazari i Ri,310000,5.0,93.0,sale,3333.3333333333335
Pazari i Ri,248000,3.0,100.0,sale,2480.0
Pazari i Ri,160000,2.0,60.0,sale,2666.6666666666665
Pazari i Ri,50000,2.0,60.0,rent,833.3333333333334
Pazari i Ri,184000,1.0,60.0,sale,3066.6666666666665
Pazari i Ri,184000,2.0,60.0,sale,3066.6666666666665
Pazari i Ri,132000,1.0,51.0,sale,2588.235294117647
Pazari i Ri,184000,3.0,60.0,sale,3066.6666666666665
Pazari i Ri,75000,5.0,123.0,rent,609.7560975609756
Pazari i Ri,310000,2.0,107.0,sale,2897.196261682243
Pazari i Ri,184000,2.0,65.0,sale,2830.769230769231
Pazari i Ri,293000,2.0,107.0,sale,2738.3177570093458
Pazari i Ri,527000,3.0,155.0,sale,3400.0
Pazari i Ri,265000,2.0,107.0,sale,2476.6355140186915
Pazari i Ri,80000,3.0,89.0,rent,898.876404494382
Pazari i Ri,256000,1.0,76.0,sale,3368.4210526315787
Pazari i Ri,189000,2.0,76.0,sale,2486.842105263158
Pazari i Ri,184000,5.0,59.0,sale,3118.64406779661
Pazari i Ri,270000,2.0,109.0,sale,2477.064220183486
Pazari i Ri,172450,1.0,69.0,sale,2499.2753623188405
Pazari i Ri,261250,2.0,104.0,sale,2512.019230769231
Pazari i Ri,246000,2.0,98.0,sale,2510.204081632653
Pazari i Ri,265000,2.0,106.0,sale,2500.0
Pazari i Ri,195000,2.0,79.0,sale,2468.3544303797466
Pazari i Ri,236800,3.0,106.0,sale,2233.9622641509436
Pazari i Ri,340000,3.0,136.0,sale,2500.0
Pazari i Ri,297000,4.0,170.0,sale,1747.0588235294117
Pallati me shigjeta,95000,1.0,65.0,sale,1461.5384615384614
Pallati me shigjeta,135000,2.0,104.0,sale,1298.076923076923
Pallati me shigjeta,51000,1.0,39.0,sale,1307.6923076923076
Pallati me shigjeta,96200,1.0,73.0,sale,1317.8082191780823
Pallati me shigjeta,157000,2.0,104.0,sale,1509.6153846153845
Pallati me shigjeta,50000,3.0,119.0,rent,420.16806722689074
Pallati me shigjeta,178800,3.0,127.0,sale,1407.8740157480315
Pallati me shigjeta,115108,1.0,82.0,sale,1403.7560975609756
Pallati me shigjeta,134000,2.0,99.0,sale,1353.5353535353536
Pallati me shigjeta,113000,1.0,83.0,sale,1361.44578313253
Pallati me shigjeta,65000,2.0,119.0,rent,546.218487394958
Pallati me shigjeta,171000,1.0,95.0,sale,1800.0
Pallati me shigjeta,143500,1.0,79.0,sale,1816.4556962025317
Pallati me shigjeta,213000,2.0,118.0,sale,1805.084745762712
Pallati me shigjeta,148000,3.0,75.0,sale,1973.3333333333333
Pallati me shigjeta,137052,2.0,101.52,sale,1350.0
Pallati me shigjeta,250000,2.0,120.0,sale,2083.3333333333335
Pallati me shigjeta,45000,2.0,119.0,rent,378.1512605042017
Pallati me shigjeta,120000,2.0,73.0,sale,1643.835616438356
Pallati me shigjeta,115000,2.0,45.0,sale,2555.5555555555557
Pallati me shigjeta,128524,3.0,82.0,sale,1567.3658536585365
Pallati me shigjeta,178500,2.0,128.0,sale,1394.53125
Pallati me shigjeta,115500,1.0,82.0,sale,1408.5365853658536
Parku,500000,2.0,147.0,sale,3401.360544217687
Parku,160000,3.0,77.0,sale,2077.9220779220777
Parku,143000,3.0,100.0,sale,1430.0
Parku,122000,2.0,113.0,sale,1079.646017699115
Parku,109000,2.0,73.0,sale,1493.150684931507
Parku,148000,2.0,75.0,sale,1973.3333333333333
Parku,109000,1.0,75.0,sale,1453.3333333333333
Parku,101550,1.0,67.7,sale,1500.0
Parku,158000,2.0,83.0,sale,1903.6144578313254
Parku,445000,5.0,255.0,sale,1745.0980392156862
Parku,552000,4.0,215.0,sale,2567.4418604651164
Parku,117000,1.0,63.0,sale,1857.142857142857
Parku,132000,2.0,110.0,sale,1200.0
Parku,82200,1.0,69.0,sale,1191.304347826087
Parku,610000,4.0,236.31,sale,2581.3549997884134
Parku,595000,3.0,160.0,sale,3718.75
Parku,150000,3.0,93.0,sale,1612.9032258064517
Parku,118000,2.0,76.0,sale,1552.6315789473683
Parku,135500,1.0,80.0,sale,1693.75
Parku,160000,2.0,101.0,sale,1584.1584158415842
Parku,200000,2.0,99.0,sale,2020.20202020202
Parku,180000,1.0,84.0,sale,2142.8571428571427
Parku,297000,2.0,110.0,sale,2700.0
Parku,102000,2.0,57.0,sale,1789.4736842105262
Parku,365000,2.0,325.0,sale,1123.076923076923
Parku,540000,3.0,154.0,sale,3506.4935064935066
Parku,160000,1.0,85.0,sale,1882.3529411764705
Parku,185000,2.0,93.0,sale,1989.247311827957
Parku,155000,2.0,80.0,sale,1937.5
Parku,270000,2.0,112.0,sale,2410.714285714286
Parku,76200,1.0,64.0,sale,1190.625
Parku,104500,2.0,67.0,sale,1559.7014925373135
Parku,213000,2.0,113.0,sale,1884.9557522123894
Parku,263000,3.0,130.0,sale,2023.076923076923
Porcelani,250000,4.0,121.0,sale,2066.115702479339
Porcelani,140000,3.0,106.0,sale,1320.754716981132
Porcelani,104000,2.0,75.0,sale,1386.6666666666667
Porcelani,445000,5.0,255.0,sale,1745.0980392156862
Porcelani,173000,2.0,116.21,sale,1488.6842784614062
Porcelani,95000,1.0,70.0,sale,1357.142857142857
Porcelani,158500,2.0,105.66,sale,1500.0946431951543
Porcelani,332000,3.0,120.0,sale,2766.6666666666665
Porcelani,136500,2.0,91.0,sale,1500.0
Porcelani,136800,2.0,91.2,sale,1500.0
Porcelani,289000,2.0,115.0,sale,2513.0434782608695
Porcelani,278000,2.0,134.0,sale,2074.626865671642
Porcelani,127680,2.0,91.0,sale,1403.076923076923
Porcelani,242400,2.0,105.0,sale,2308.5714285714284
Porcelani,97170,1.0,65.0,sale,1494.923076923077
Porcelani,129000,3.0,85.0,sale,1517.6470588235295
Porcelani,145000,5.0,102.0,sale,1421.5686274509803
Porcelani,90000,2.0,65.0,sale,1384.6153846153845
Porcelani,179900,4.0,120.0,sale,1499.1666666666667
Porcelani,210000,,101.0,sale,2079.207920792079
Porcelani,175000,3.0,100.0,sale,1750.0
Porcelani,318000,3.0,112.0,sale,2839.285714285714
Porcelani,136981,2.0,105.0,sale,1304.5809523809523
Porcelani,205000,2.0,117.0,sale,1752.1367521367522
Porcelani,310000,2.0,112.0,sale,2767.8571428571427
Porcelani,127680,3.0,91.0,sale,1403.076923076923
Qyteti Studenti,168000,2.0,105.0,sale,1600.0
Qyteti Studenti,155000,2.0,85.0,sale,1823.5294117647059
Qyteti Studenti,99000,2.0,50.3,rent,1968.1908548707754
Qyteti Studenti,30000,,49.0,rent,612.2448979591836
Qyteti Studenti,45000,2.0,100.0,rent,450.0
Qyteti Studenti,30000,1.0,70.0,rent,428.57142857142856
Sauk,313128,2.0,143.0,sale,2189.7062937062938
Sauk,332335,3.0,167.0,sale,1990.0299401197606
Sauk,202000,2.0,125.0,sale,1616.0
Sauk,80000,2.0,100.0,rent,800.0
Sauk,45000,1.0,70.0,rent,642.8571428571429
Sauk,131430,2.0,101.1,sale,1300.0
Sauk,83000,1.0,70.0,sale,1185.7142857142858
Sauk,420000,4.0,360.0,sale,1166.6666666666667
Sauk,120000,2.0,110.0,sale,1090.909090909091
Sauk,226000,3.0,126.0,sale,1793.6507936507937
Sauk,450000,3.0,186.0,sale,2419.3548387096776
Sauk,45000,3.0,95.0,rent,473.6842105263158
Sauk,128700,1.0,86.0,sale,1496.5116279069769
Sauk,270000,2.0,109.0,sale,2477.064220183486
Sauk,190000,1.0,171.0,sale,1111.111111111111
Sauk,211000,3.0,147.46,sale,1430.8965143089652
Sauk,345000,2.0,128.0,sale,2695.3125
Sauk,239990,2.0,130.0,sale,1846.076923076923
Sauk,76800,1.0,47.0,sale,1634.0425531914893
Sauk,403600,3.0,168.0,sale,2402.3809523809523
Sauk,114500,1.0,71.0,sale,1612.6760563380283
Sauk,589500,2.0,245.0,sale,2406.122448979592
Sauk,359800,2.0,149.0,sale,2414.7651006711408
Sauk,135000,1.0,88.0,sale,1534.090909090909
Sauk,148500,1.0,92.0,sale,1614.1304347826087
Sauk,177000,2.0,111.0,sale,1594.5945945945946
Sauk,422625,4.0,169.05,sale,2500.0
Sauk,208000,2.0,126.0,sale,1650.7936507936508
Sauk,177500,2.0,105.0,sale,1690.4761904761904
Sauk,115000,1.0,71.0,sale,1619.718309859155
Sauk,179500,2.0,128.0,sale,1402.34375
Sauk,366650,2.0,152.0,sale,2412.1710526315787
Sauk,184000,2.0,115.0,sale,1600.0
Sauk,400000,4.0,274.0,sale,1459.85401459854
Selite,75000,1.0,51.0,sale,1470.5882352941176
Selite,150000,1.0,67.0,sale,2238.805970149254
Selite,141000,2.0,109.0,sale,1293.5779816513761
Selite,130000,1.0,75.0,sale,1733.3333333333333
Selite,80000,2.0,49.0,sale,1632.6530612244899
Selite,102000,2.0,75.5,sale,1350.9933774834437
Selite,120000,1.0,85.0,sale,1411.764705882353
Selite,102000,2.0,75.0,sale,1360.0
Selite,280000,3.0,104.0,sale,2692.3076923076924
Selite,165000,2.0,79.0,sale,2088.6075949367087
Selite,275000,2.0,155.0,sale,1774.1935483870968
Selite,155000,2.0,67.0,sale,2313.4328358208954
Selite,75000,1.0,50.0,sale,1500.0
Selite,102000,3.0,76.0,sale,1342.1052631578948
Selite,80000,1.0,49.0,sale,1632.6530612244899
Selite,160000,2.0,133.0,sale,1203.0075187969924
Selite,160000,2.0,100.0,sale,1600.0
Selite,165000,2.0,93.0,sale,1774.1935483870968
Selite,67000,1.0,60.0,sale,1116.6666666666667
Selite,119374,2.0,70.22,sale,1700.0
Selite,102000,3.0,75.0,sale,1360.0
Selite,127000,2.0,74.0,sale,1716.2162162162163
Selite,102000,2.0,76.0,sale,1342.1052631578948
Selite,165000,2.0,94.0,sale,1755.3191489361702
Selite,75200,1.0,50.0,sale,1504.0
Selite,225000,6.0,150.0,sale,1500.0
Selite,50000,2.0,75.0,rent,666.6666666666666
Shallvaret,200000,2.0,75.0,sale,2666.6666666666665
Shallvaret,220000,2.0,73.6,sale,2989.130434782609
Shallvaret,110000,3.0,150.0,rent,733.3333333333334
Shallvaret,224000,2.0,73.0,sale,3068.4931506849316
Shallvaret,220000,1.0,73.6,sale,2989.130434782609
Shallvaret,229000,1.0,74.0,sale,3094.5945945945946
Shallvaret,220000,1.0,74.0,sale,2972.972972972973
Shallvaret,220000,2.0,74.0,sale,2972.972972972973
Shallvaret,69000,2.0,75.0,rent,920.0
Shallvaret,220000,2.0,73.0,sale,3013.698630136986
Shallvaret,135000,1.0,45.0,sale,3000.0
Shallvaret,308000,2.0,106.0,sale,2905.6603773584907
Shallvaret,700000,3.0,165.0,sale,4242.424242424242
Shallvaret,165000,3.0,73.6,sale,2241.8478260869565
Shallvaret,260000,2.0,90.0,sale,2888.8888888888887
Shallvaret,399000,1.0,140.0,sale,2850.0
Shallvaret,175000,2.0,64.8,sale,2700.6172839506175
Shkolla e Bashkuar,100000,2.0,65.0,sale,1538.4615384615386
Shkolla e Bashkuar,135000,1.0,57.0,sale,2368.4210526315787
Shkolla e Bashkuar,130000,2.0,91.0,sale,1428.5714285714287
Shkolla e Bashkuar,135000,1.0,56.0,sale,2410.714285714286
Shkolla e Bashkuar,557200,7.0,398.0,sale,1400.0
Shkolla e Bashkuar,110000,,56.0,sale,1964.2857142857142
Shkolla e Bashkuar,45000,1.0,55.0,rent,818.1818181818181
Shkolla e Bashkuar,95000,,53.0,sale,1792.4528301886792
Shkolla e Bashkuar,155300,2.0,147.2,sale,1055.0271739130435
Shkolla e Bashkuar,83000,2.0,53.0,sale,1566.0377358490566
Shkolla e Bashkuar,121000,1.0,114.5,sale,1056.7685589519651
Shkolla e Bashkuar,83000,1.0,53.0,sale,1566.0377358490566
Shkolla e Bashkuar,83000,1.0,57.0,sale,1456.140350877193
Shkolla e Bashkuar,557200,10.0,398.0,sale,1400.0
Shkolla e Bashkuar,125000,1.0,56.0,sale,2232.1428571428573
Shkolla e Bashkuar,800000,8.0,340.0,sale,2352.9411764705883
Shkolla e Bashkuar,125000,1.0,57.0,sale,2192.9824561403507
Shkolla e Bashkuar,32000,2.0,90.0,rent,355.55555555555554
Shkolla e Bashkuar,68000,1.0,52.9,sale,1285.444234404537
Shkolla e Bashkuar,37000,2.0,50.0,rent,740.0
Shkolla e Bashkuar,140000,3.0,97.0,sale,1443.298969072165
Shkolla e Bashkuar,140000,3.0,102.7,sale,1363.1937682570594
Shkoze,85000,1.0,62.0,sale,1370.967741935484
Shkoze,157000,5.0,121.0,sale,1297.5206611570247
Shkoze,75000,2.0,55.5,sale,1351.3513513513512
Shkoze,115300,2.0,111.0,sale,1038.7387387387387
Shkoze,75000,2.0,56.0,sale,1339.2857142857142
Shkoze,150000,2.0,91.0,sale,1648.3516483516485
Shkoze,150000,3.0,95.0,sale,1578.9473684210527
Shkoze,120000,1.0,127.0,sale,944.8818897637796
Shkoze,93000,2.0,76.0,sale,1223.6842105263158
Shkoze,135375,2.0,120.0,sale,1128.125
Shkoze,85000,2.0,62.14,sale,1367.8789829417444
Shkoze,85000,2.0,63.0,sale,1349.2063492063492
Shkoze,102000,2.0,88.0,sale,1159.090909090909
Shkoze,135000,3.0,108.0,sale,1250.0
Shkoze,75000,2.0,49.0,sale,1530.6122448979593
Shkoze,70000,1.0,69.0,sale,1014.4927536231884
Shkoze,128800,2.0,112.0,sale,1150.0
Shkoze,100000,2.0,127.0,sale,787.4015748031496
Shkoze,136000,3.0,100.0,sale,1360.0
Shkoze,150000,3.0,91.0,sale,1648.3516483516485
Shkoze,75000,,55.5,sale,1351.3513513513512
Shkoze,75000,1.0,55.0,sale,1363.6363636363637
Shkoze,136000,3.0,114.0,sale,1192.982456140351
Shkoze,130000,2.0,90.0,sale,1444.4444444444443
Shkoze,201950,2.0,115.0,sale,1756.0869565217392
Shkoze,85000,1.0,66.0,sale,1287.878787878788
Shkoze,156000,2.0,130.0,sale,1200.0
Shkoze,70000,1.0,66.0,sale,1060.6060606060605
Shkoze,85000,1.0,63.0,sale,1349.2063492063492
Shkoze,155000,3.0,121.0,sale,1280.9917355371902
Shkoze,131950,1.0,104.0,sale,1268.75
Shkoze,125000,2.0,93.0,sale,1344.0860215053763
Shkoze,92000,1.0,80.0,sale,1150.0
Shkoze,109000,2.0,95.0,sale,1147.3684210526317
Shkoze,62212,1.0,60.0,sale,1036.8666666666666
Tufine,125000,2.0,125.0,sale,1000.0
Tufine,118370,2.0,125.0,sale,946.96
Tufine,124600,2.0,125.0,sale,996.8
Tufine,37000,1.0,50.0,rent,740.0
Tufine,150000,3.0,264.0,sale,568.1818181818181
Tufine,136400,3.0,136.0,sale,1002.9411764705883
Tufine,136400,2.0,136.0,sale,1002.9411764705883
Tufine,770000,3.0,300.0,sale,2566.6666666666665
Tufine,138600,3.0,128.0,sale,1082.8125
Tufine,180000,3.0,123.0,sale,1463.4146341463415
Tufine,270000,3.0,251.0,sale,1075.6972111553785
Tufine,35000,1.0,40.0,rent,875.0
Tufine,70000,1.0,53.0,sale,1320.754716981132
Tufine,350000,1.0,214.0,sale,1635.5140186915887
Tufine,76670,1.0,70.0,sale,1095.2857142857142
Tufine,108680,2.0,99.0,sale,1097.7777777777778
Tufine,72000,2.0,72.0,sale,1000.0
Tufine,140470,2.0,128.0,sale,1097.421875
Tufine,140000,3.0,146.0,sale,958.9041095890411
Tufine,90000,2.0,85.0,sale,1058.8235294117646
Tufine,200000,3.0,197.0,sale,1015.2284263959391
Tufine,180000,3.0,198.0,sale,909.0909090909091
Varri i Bamit,50000,1.0,60.0,rent,833.3333333333334
Varri i Bamit,244000,3.0,122.0,sale,2000.0
Varri i Bamit,129000,3.0,85.0,sale,1517.6470588235295
Varri i Bamit,370000,1.0,285.0,sale,1298.2456140350878
Varri i Bamit,172770,2.0,115.0,sale,1502.3478260869565
Varri i Bamit,125000,2.0,83.1,sale,1504.2117930204574
Varri i Bamit,65000,2.0,48.0,sale,1354.1666666666667
Varri i Bamit,162500,2.0,105.0,sale,1547.6190476190477
Varri i Bamit,65000,2.0,56.0,sale,1160.7142857142858
Varri i Bamit,55000,2.0,53.0,sale,1037.7358490566037
Varri i Bamit,120000,2.0,83.0,sale,1445.7831325301204
Varri i Bamit,45000,1.0,54.0,sale,833.3333333333334
Varri i Bamit,65000,3.0,72.0,sale,902.7777777777778
Varri i Bamit,49000,1.0,53.9,sale,909.0909090909091
Varri i Bamit,82000,3.0,90.0,sale,911.1111111111111
Varri i Bamit,67000,2.0,75.0,sale,893.3333333333334
Varri i Bamit,67000,3.0,75.0,sale,893.3333333333334
Varri i Bamit,53000,1.0,63.0,sale,841.2698412698413
Varri i Bamit,47000,1.0,55.0,sale,854.5454545454545
Varri i Bamit,37000,1.0,50.0,sale,740.0
Varri i Bamit,85000,4.0,90.0,sale,944.4444444444445
Varri i Bamit,62000,2.0,76.16,sale,814.0756302521008
Varri i Bamit,52000,1.0,63.0,sale,825.3968253968254
Varri i Bamit,33000,1.0,44.0,sale,750.0
Varri i Bamit,57000,1.0,65.0,sale,876.9230769230769
Varri i Bamit,57000,3.0,80.0,sale,712.5
